WMO-Station ID; StationName;                                Latitude; Longitude; Height; Country
67004;          Ouani;                                        -12.13;     44.43;     12; Comoros                                        
67005;          Pamandzi/Mayotte;                             -12.80;     45.28;      7; France                                         
67009;          Antsiranana;                                  -12.35;     49.30;    105; Madagascar                                     
67012;          Nossi-Be (Fascene Airp.);                     -13.32;     48.32;      9; Madagascar                                     
67019;          Analalava;                                    -14.63;     47.76;     57; Madagascar                                     
67023;          Sambava;                                      -14.28;     50.17;      5; Madagascar                                     
67025;          Antalaha;                                     -14.88;     50.25;     88; Madagascar                                     
67027;          Mahajanga;                                    -15.67;     46.35;     18; Madagascar                                     
67037;          Besalampy;                                    -16.75;     44.48;     36; Madagascar                                     
67067;          Ambohitsilaozana;                             -17.70;     48.47;    780; Madagascar                                     
67072;          Sainte Marie Airp.;                           -17.08;     49.82;      3; Madagascar                                     
67073;          Maintirano;                                   -18.05;     44.03;     23; Madagascar                                     
67083;          Antananarivo/Ivato Airp.;                     -18.80;     47.48;   1276; Madagascar                                     
67085;          Antananarivo;                                 -18.87;     47.50;   1250; Madagascar                                     
67095;          Toamasina;                                    -18.11;     49.40;      6; Madagascar                                     
67107;          Antsirabe;                                    -19.81;     47.06;   1532; Madagascar                                     
67113;          Mahanoro;                                     -19.83;     48.80;      5; Madagascar                                     
67117;          Morondava;                                    -20.28;     44.31;      8; Madagascar                                     
67131;          Morombe;                                      -21.75;     43.36;      4; Madagascar                                     
67137;          Fianarantsoa;                                 -21.45;     47.10;   1109; Madagascar                                     
67143;          Mananjary;                                    -21.20;     48.36;      6; Madagascar                                     
67152;          Ranohira;                                     -22.55;     45.40;    824; Madagascar                                     
67157;          Farafangana;                                  -22.81;     47.82;      6; Madagascar                                     
67161;          Toliara;                                      -23.38;     43.73;      8; Madagascar                                     
67197;          Tolanaro;                                     -25.03;     46.95;      9; Madagascar                                     
67201;          Mueda;                                        -11.67;     39.55;    847; Mozambique                                     
67205;          Mocimboa da Praia;                            -11.36;     40.35;     27; Mozambique                                     
67215;          Pemba;                                        -12.98;     40.53;    101; Mozambique                                     
67217;          Lichinga;                                     -13.27;     35.26;   1365; Mozambique                                     
67221;          Marrupa;                                      -13.73;     37.55;    838; Mozambique                                     
67223;          Montepuez;                                    -13.13;     39.03;    535; Mozambique                                     
67225;          Furancungo;                                   -14.91;     33.61;     94; Mozambique                                     
67229;          Ulongue;                                      -14.73;     34.35;   1311; Mozambique                                     
67231;          Cuamba;                                       -14.82;     36.52;    607; Mozambique                                     
67237;          Nampula;                                      -15.10;     39.28;    441; Mozambique                                     
67239;          Inharrime-Auto;                               -24.47;     35.02;     29; Mozambique                                     
67241;          Lumbo;                                        -15.03;     40.67;     11; Mozambique                                     
67243;          Zumbo;                                        -15.61;     30.43;    340; Mozambique                                     
67250;          Songo;                                        -15.60;     32.77;    966; Mozambique                                     
67253;          Chitima;                                      -16.25;     32.05;    845; Mozambique                                     
67260;          Milange;                                      -16.10;     35.77;    678; Mozambique                                     
67261;          Tete;                                         -16.18;     33.58;    150; Mozambique                                     
67262;          Tete Chingodze;                               -16.12;     33.65;    129; Mozambique                                     
67264;          Tsanigano;                                    -16.58;     34.57;   1064; Mozambique                                     
67271;          Mocuba;                                       -16.83;     36.98;    134; Mozambique                                     
67273;          Angoche;                                      -16.22;     39.90;     62; Mozambique                                     
67283;          Quelimane;                                    -17.86;     36.87;     16; Mozambique                                     
67291;          Catandica;                                    -18.05;     33.17;    536; Mozambique                                     
67295;          Chimoio;                                      -19.15;     33.43;    732; Mozambique                                     
67297;          Beira;                                        -19.80;     34.90;      8; Mozambique                                     
67305;          Massangena;                                   -21.57;     32.95;    136; Mozambique                                     
67309;          Dindiza;                                      -23.46;     33.43;     51; Mozambique                                     
67315;          Vilanculos;                                   -22.00;     35.32;     20; Mozambique                                     
67323;          Inhambane;                                    -23.87;     35.39;     15; Mozambique                                     
67327;          Panda;                                        -24.05;     34.72;    150; Mozambique                                     
67331;          Mapulanguene;                                 -24.49;     32.09;    151; Mozambique                                     
67335;          Xai Xai;                                      -25.04;     33.63;      5; Mozambique                                     
67339;          Maputo Observ.;                               -25.96;     32.59;     60; Mozambique                                     
67341;          Maputo;                                       -25.92;     32.57;     44; Mozambique                                     
67346;          Changalane;                                   -26.28;     32.18;    100; Mozambique                                     
67403;          Kawambwa;                                     -09.80;     29.08;   1324; Zambia                                         
67441;          Mwinilunga;                                   -11.75;     24.43;   1361; Zambia                                         
67475;          Kasama;                                       -10.21;     31.13;   1384; Zambia                                         
67481;          Isoka;                                        -10.12;     32.63;   1360; Zambia                                         
67531;          Zambesi;                                      -13.53;     23.11;   1078; Zambia                                         
67551;          Solwezi;                                      -12.17;     26.37;   1386; Zambia                                         
67561;          Ndola;                                        -13.00;     28.65;   1270; Zambia                                         
67571;          Serenje;                                      -13.23;     30.22;   1384; Zambia                                         
67581;          Chipata Airp.;                                -13.55;     32.58;   1032; Zambia                                         
67586;          Lilongwe Airport;                             -13.79;     33.77;   1229; Malawi                                         
67587;          Lilongwe;                                     -13.97;     33.70;   1136; Malawi                                         
67599;          Mfuwe;                                        -13.26;     31.93;    570; Zambia                                         
67633;          Mongu;                                        -15.25;     23.15;   1053; Zambia                                         
67641;          Kaoma;                                        -14.80;     24.80;   1213; Zambia                                         
67663;          Kabwe;                                        -14.45;     28.47;   1207; Zambia                                         
67665;          Lusaka Airp.;                                 -15.32;     28.45;   1154; Zambia                                         
67666;          Lusaka City Airp.;                            -15.42;     28.32;   1280; Zambia                                         
67693;          Chileka;                                      -15.68;     34.97;    767; Malawi                                         
67743;          Livingstone;                                  -17.81;     25.81;    986; Zambia                                         
67761;          Kariba;                                       -16.51;     28.88;    518; Zimbabwe                                       
67774;          Harare-Belvedere;                             -17.83;     31.01;   1472; Zimbabwe                                       
67775;          Harare (Kutsaga);                             -17.93;     31.09;   1480; Zimbabwe                                       
67781;          Mutoko;                                       -17.42;     32.22;   1244; Zimbabwe                                       
67791;          Bvumbwe;                                      -15.92;     35.07;   1146; Malawi                                         
67964;          Bulawayo;                                     -20.15;     28.62;   1344; Zimbabwe                                       
67975;          Masvingo Airport;                             -20.07;     30.87;   1095; Zimbabwe                                       
67977;          Buffalo Range Airport;                        -21.02;     31.58;    430; Zimbabwe                                       
67983;          Chipinge;                                     -20.21;     32.63;   1132; Zimbabwe                                       
67991;          Beitbridge;                                   -22.21;     30.00;    457; Zimbabwe                                       
68004;          0;                                             00;        00;      ;                                                    
68006;          Ondangwa;                                     -17.88;     15.95;   1100; Namibia                                        
68010;          0;                                             00;        00;      ;                                                    
68014;          Grootfontein;                                 -19.60;     18.12;   1400; Namibia                                        
68015;          Bagani;                                       -18.09;     21.56;   1008; Namibia                                        
68018;          Rundu;                                        -17.92;     19.77;   1102; Namibia                                        
68024;          Ghanzi;                                       -21.70;     21.65;   1100; Botswana                                       
68030;          Pandamatenga;                                 -18.54;     25.64;   1074; Botswana                                       
68032;          Maun;                                         -19.97;     23.43;    900; Botswana                                       
68098;          Walvis Bay Airport;                           -22.98;     14.65;     88; Namibia                                        
68102;          Outjo;                                        -20.11;     16.15;   1250; Namibia                                        
68104;          Walvis Bay (Pelican Point);                   -22.89;     14.44;      7; Namibia                                        
68106;          Gobabeb;                                      -23.56;     15.04;    406; Namibia                                        
68109;          Windhoek Eros Airport;                        -22.61;     17.08;   1699; Namibia                                        
68110;          Windhoek;                                     -22.57;     17.10;   1700; Namibia                                        
68112;          Hosea Kutako Airport;                         -22.48;     17.47;   1719; Namibia                                        
68114;          0;                                             00;        00;      ;                                                    
68115;          0;                                             00;        00;      ;                                                    
68116;          0;                                             00;        00;      ;                                                    
68162;          Marnitz;                                      -23.17;     28.20;    946; South Africa                                   
68174;          Polokwane (Pietersburg);                      -23.87;     29.45;   1226; South Africa                                   
68184;           Mashishing;                                  -25.10;     30.47;   1436; South Africa                                   
68212;          0;                                             00;        00;      ;                                                    
68240;          Gaborone Int. Airport;                        -24.55;     25.92;   1006; Botswana                                       
68242;          Mafikeng (Airport);                           -25.81;     25.56;   1281; South Africa                                   
68244;          Gaborone;                                     -24.67;     25.92;    983; South Africa                                   
68262;          Pretoria;                                     -25.75;     28.18;   1308; South Africa                                   
68263;          Pretoria-Irene;                               -25.91;     28.21;   1526; South Africa                                   
68268;          Warmbath;                                     -24.90;     28.33;   1143; South Africa                                   
68288;          Nelspruit;                                    -25.44;     30.98;    671; South Africa                                   
68300;          Luderitz Airp.;                               -26.68;     18.24;    139; Namibia                                        
68312;          Keetmanshoop;                                 -26.53;     18.12;   1100; Namibia                                        
68338;          Vryburg;                                      -26.95;     24.63;   1234; South Africa                                   
68350;          Potchefstroom;                                -26.73;     27.06;   1349; South Africa                                   
68368;          Johannesburg;                                 -26.15;     28.23;   1695; South Africa                                   
68406;          Alexander Bay (SA);                           -28.57;     16.53;     21; South Africa                                   
68416;          Pofadder;                                     -29.13;     19.39;    982; South Africa                                   
68424;          Upington;                                     -28.41;     21.26;    835; South Africa                                   
68438;          Kimberley;                                    -28.80;     24.77;   1198; South Africa                                   
68442;          Bloemfontein;                                 -29.10;     26.30;   1353; South Africa                                   
68461;          Bethlehem;                                    -28.25;     28.34;   1687; South Africa                                   
68476;          Ladysmith;                                    -28.56;     29.76;   1978; South Africa                                   
68478;          Estcourt;                                     -29.02;     29.87;   1144; South Africa                                   
68512;          Springbok;                                    -29.67;     17.89;   1006; South Africa                                   
68524;          Vanwyksvlei;                                  -30.35;     21.82;    962; South Africa                                   
68528;          Prieska;                                      -29.67;     22.73;    949; South Africa                                   
68530;          Douglas;                                      -29.08;     23.78;    994; South Africa                                   
68538;          De Aar;                                       -30.67;     24.00;   1286; South Africa                                   
68546;          Aliwal North;                                 -30.84;     26.88;   1347; South Africa                                   
68584;          Port Shepstone;                               -30.74;     30.45;     17; South Africa                                   
68588;          Durban;                                       -29.96;     30.95;      8; South Africa                                   
68592;          Durban (King Shaka Airp.);                    -29.60;     31.13;    109; South Africa                                   
68618;          Calvinia;                                     -31.48;     19.76;    977; South Africa                                   
68624;          Fraserburg;                                   -31.91;     21.51;   1267; South Africa                                   
68638;          Middelburg;                                   -31.48;     25.04;   1270; South Africa                                   
68648;          Queenstown;                                   -31.91;     26.86;   1104; South Africa                                   
68668;          Mthatha Airp.;                                -31.55;     28.67;    747; South Africa                                   
68674;          Port St. Johns;                               -31.63;     29.55;     47; South Africa                                   
68712;          Cape Columbine;                               -32.83;     17.85;     55; South Africa                                   
68722;          Sutherland;                                   -32.40;     20.66;   1458; South Africa                                   
68728;          Beaufort West;                                -32.36;     22.58;    899; South Africa                                   
68736;          Graaff Reinet;                                -32.25;     24.54;    792; South Africa                                   
68742;          Somerset East;                                -32.75;     25.60;    717; South Africa                                   
68816;          Cape Town Airport;                            -33.97;     18.60;     42; South Africa                                   
68828;          George Airport;                               -34.01;     22.38;    197; South Africa                                   
68832;          Willowmore;                                   -33.30;     23.48;    840; South Africa                                   
68842;          Port Elizabeth;                               -33.98;     25.61;     63; South Africa                                   
68858;          East London;                                  -33.03;     27.83;    132; South Africa                                   
68902;          Tristan da Cunha Isl.;                        -37.07;    -12.31;     23; United Kingdom of Great Britain and N.-Ireland 
68906;          Gough Island;                                 -40.35;    -09.88;     54; South Africa                                   
68926;          Riversdale;                                   -34.10;     21.25;    152; South Africa                                   
68928;          Cape St. Blaize;                              -34.19;     22.13;    136; South Africa                                   
68994;          Marion Island;                                -46.88;     37.86;     24; South Africa                                   
70026;          Barrow/ ASK;                                   71.28;   -156.79;     12; United States of America                       
70086;          Barter Island/ASK;                             70.13;   -143.63;     15; United States of America                       
70133;          Kotzebue/ASK;                                  66.89;   -162.61;      5; United States of America                       
70174;          Bettles/ASK;                                   66.92;   -151.52;    196; United States of America                       
70200;          Nome/ASK;                                      64.51;   -165.43;      7; United States of America                       
70219;          Bethel/ASK;                                    60.78;   -161.84;     42; United States of America                       
70231;          Mc Grath/ASK;                                  62.95;   -155.60;    103; United States of America                       
70249;          Puntilla/ASK;                                  62.10;   -152.75;    560; United States of America                       
70251;          Talkeetna/ASK;                                 62.32;   -150.09;    109; United States of America                       
70261;          Fairbanks/ASK;                                 64.81;   -147.86;    135; United States of America                       
70267;          Fort Greely/ASK;                               63.99;   -145.72;    391; United States of America                       
70271;          Gulkana Airport/ASK;                           62.16;   -145.46;    481; United States of America                       
70273;          Anchorage/ASK;                                 61.16;   -149.99;     44; United States of America                       
70308;          St. Paul Island/ASK;                           57.17;   -170.22;     13; United States of America                       
70316;          Cold Bay/ASK;                                  55.21;   -162.73;     32; United States of America                       
70326;          King Salmon/ASK;                               58.68;   -156.65;     16; United States of America                       
70341;          Homer/ASK;                                     59.64;   -151.48;     22; United States of America                       
70350;          Kodiak/ASK;                                    57.75;   -152.49;     34; United States of America                       
70361;          Yakutat/ASK;                                   59.52;   -139.67;      9; United States of America                       
70381;          Juneau/ASK;                                    58.36;   -134.58;      5; United States of America                       
70398;          Annette Island/ASK;                            55.04;   -131.58;     35; United States of America                       
70414;          Shemya Island;                                 52.71;    174.11;     31; United States of America                       
70454;          Adak/ASK;                                      51.88;   -176.65;      4; United States of America                       
71017;          Stefansson Island/NU;                          73.76;   -105.30;     11; Canada                                         
71018;          Resolute/NU;                                   74.72;    -94.98;     49; Canada                                         
71023;          Primrose Lake/SASK;                            54.91;   -109.96;    637; Canada                                         
71026;          Medicine Hat RCS/ALTA;                         50.03;   -110.72;    717; Canada                                         
71028;          Tatlayoko Lake/BC;                             51.67;   -124.40;    877; Canada                                         
71029;          Holman/NWT;                                    70.76;   -117.80;     30; Canada                                         
71043;          Norman Wells/NWT (SY);                         65.28;   -126.80;     67; Canada                                         
71044;          Old Crow/YT;                                   67.57;   -139.84;    251; Canada                                         
71045;          Teslin/YT;                                     60.17;   -132.75;    705; Canada                                         
71049;          Wager Bay/NU;                                  65.88;    -89.45;     18; Canada                                         
71051;          Sachs Harbour;                                 72.00;   -125.27;     88; Canada                                         
71063;          Ottawa/ONT;                                    45.38;    -75.71;     79; Canada                                         
71066;          High Level/ALTA;                               58.62;   -117.16;    338; Canada                                         
71069;          Slave Lake/ALTA;                               55.30;   -114.78;    581; Canada                                         
71072;          Mould Bay/NWT;                                 76.20;   -119.30;     12; Canada                                         
71074;          Isachsen/NU (Aut);                             78.79;   -103.55;     58; Canada                                         
71076;          Uranium City Airp./SASK;                       59.56;   -108.48;    318; Canada                                         
71077;          Buffalo Narrows/SASK;                          55.84;   -108.42;    440; Canada                                         
71078;          Lynn Lake/MAN (SY);                            56.87;   -101.08;    357; Canada                                         
71079;          Thompson/MAN;                                  55.80;    -97.86;    224; Canada                                         
71081;          Hall Beach/NU;                                 68.78;    -81.25;      8; Canada                                         
71082;          Alert/NU (SY);                                 82.50;    -62.33;     76; Canada                                         
71090;          Clyde/NU;                                      70.48;    -68.62;     25; Canada                                         
71093;          Cape Hooper/NU;                                68.47;    -66.80;    401; Canada                                         
71094;          Cape Dyer/NU;                                  66.58;    -61.62;    393; Canada                                         
71095;          Pond Inlet/NU (SY);                            72.70;    -77.97;     59; Canada                                         
71101;          Sandspit/BC;                                   53.25;   -131.81;      6; Canada                                         
71103;          Quesnel/BC;                                    53.03;   -122.52;    545; Canada                                         
71107;          Cape St. James/BC;                             51.94;   -131.02;     89; Canada                                         
71109;          Port Hardy/BC;                                 50.68;   -127.37;     22; Canada                                         
71110;          St. Lawrence/NFLD;                             46.92;    -55.37;     49; Canada                                         
71120;          Cold Lake/ALTA;                                54.42;   -110.28;    541; Canada                                         
71122;          Banff/ALTA;                                    51.19;   -115.55;   1397; Canada                                         
71134;          Coral Harbour Airp./NU;                        64.19;    -83.35;     57; Canada                                         
71152;          Burgeo/NFLD;                                   47.62;    -57.62;     11; Canada                                         
71155;          Edmonton (Int. Airp.)/ALTA;                    53.31;   -113.60;    715; Canada                                         
71157;          Edmonton Municipal/ALTA;                       53.56;   -113.51;    671; Canada                                         
71158;          Berens River/MAN;                              52.36;    -97.02;    222; Canada                                         
71160;          Fort Reliance/NWT;                             62.71;   -109.17;    168; Canada                                         
71185;          Daniels Harbour/NFDL;                          50.23;    -57.58;     18; Canada                                         
71197;          Port aux Basques/NFLD;                         47.57;    -59.15;     40; Canada                                         
71199;          Watson Lake/YT;                                60.12;   -128.82;    690; Canada                                         
71200;          Victoria Gonzales/BC;                          48.41;   -123.32;     69; Canada                                         
71207;          Squamish Airp./BC;                             49.78;   -123.16;     52; Canada                                         
71208;          Big Trout Lake/Ont;                            53.82;    -89.89;    223; Canada                                         
71212;          Foret Montmorency/QUE;                         47.32;    -71.15;    673; Canada                                         
71219;          Holland Rock/BC;                               54.17;   -130.36;      5; Canada                                         
71222;          Dease Lake/BC;                                 58.43;   -130.03;    802; Canada                                         
71261;          Goderich/ONT;                                  43.76;    -81.71;    214; Canada                                         
71279;          Sept-Iles/QUE;                                 50.22;    -66.26;     53; Canada                                         
71285;          Abee/Alta;                                     54.28;   -112.97;    664; Canada                                         
71288;          Cambridge Bay/NU;                              69.11;   -105.14;     19; Canada                                         
71294;          Bancroft Auto/ONT;                             45.07;    -77.88;    331; Canada                                         
71296;          Egbert/ONT;                                    44.23;    -79.78;    251; Canada                                         
71298;          Harrow/ONT;                                    42.03;    -82.90;    192; Canada                                         
71299;          Kapuskasing/ONT;                               49.41;    -82.44;    218; Canada                                         
71307;          Ridgetown/ONT;                                 42.45;    -81.88;    206; Canada                                         
71309;          Moonsonee/ONT;                                 51.29;    -80.62;      9; Canada                                         
71310;          St.Peters/PEI;                                 46.45;    -62.58;     30; Canada                                         
71311;          Nappan/NS;                                     45.76;    -64.24;     21; Canada                                         
71315;          Charlo/NB;                                     47.99;    -66.33;     42; Canada                                         
71317;          Debert/NS;                                     45.42;    -63.47;     39; Canada                                         
71318;          Coronation/ALTA;                               52.07;   -111.45;    791; Canada                                         
71320;          Hall Beach/NU;                                 68.78;    -81.24;      8; Canada                                         
71321;          Iqaluit/NU;                                    63.75;    -68.54;     25; Canada                                         
71322;          Arviat/NU;                                     61.10;    -94.07;     10; Canada                                         
71331;          Island Falls/SASK;                             55.53;   -102.35;    297; Canada                                         
71332;          Kugluktuk/NU;                                  67.82;   -115.13;     24; Canada                                         
71338;          Qikiqtarjuaq/NWT;                              67.55;    -64.05;      5; Canada                                         
71350;          Harrington/PEI;                                46.34;    -63.17;     54; Canada                                         
71352;          Elora/ONT;                                     43.65;    -80.42;    376; Canada                                         
71355;          Alert/NU;                                      82.50;    -62.33;     65; Canada                                         
71356;          Baker Lake/NU;                                 64.32;    -96.00;     51; Canada                                         
71357;          Qikiqtarjuaq/NU;                               67.55;    -64.03;      6; Canada                                         
71358;          Clyde River/NU;                                70.48;    -68.52;     26; Canada                                         
71361;          Hay River/NWT;                                 60.84;   -115.78;    164; Canada                                         
71362;          Fort Smith/NWT;                                60.03;   -111.93;    203; Canada                                         
71363;          Gjoa Haven/NU;                                 68.63;    -95.85;     42; Canada                                         
71364;          Inuvik/NWT;                                    68.31;   -133.51;    103; Canada                                         
71365;          Fort Simpson/NWT;                              61.76;   -121.23;    168; Canada                                         
71401;          Warfield/BC;                                   49.11;   -117.74;    567; Canada                                         
71407;          Kugaaruk/NU;                                   68.54;    -89.80;     17; Canada                                         
71434;          Peawanuck/ONT;                                 54.99;    -85.44;     54; Canada                                         
71435;          Upsala/ONT;                                    49.03;    -90.47;    489; Canada                                         
71446;          Swift Current/SASK;                            50.27;   -107.73;    825; Canada                                         
71467;          Sachs Harbour/NWT;                             71.99;   -125.25;     88; Canada                                         
71470;          Lupin/NU;                                      65.76;   -111.25;    497; Canada                                         
71480;          Norman Wells/NWT;                              65.29;   -126.75;     94; Canada                                         
71490;          Robertson Lake/NU;                             65.10;   -102.43;    244; Canada                                         
71493;          Parrsboro/NS;                                  45.41;    -64.34;     31; Canada                                         
71508;          Toronto City/ONT;                              43.66;    -79.40;    113; Canada                                         
71533;          Earlton/ONT;                                   47.70;    -78.15;    243; Canada                                         
71550;          Dauphin/MAN;                                   51.10;   -100.05;    304; Canada                                         
71558;          St. Anthony Airp./NFLD;                        51.39;    -56.09;     29; Canada                                         
71559;          Estevan Airp./SASK;                            49.22;   -102.97;    581; Canada                                         
71570;          Great Falls/MAN;                               50.51;    -95.98;    253; Canada                                         
71573;          Delhi/ONT;                                     42.87;    -80.55;    232; Canada                                         
71575;          Cape Dorset/NU;                                64.23;    -76.53;     50; Canada                                         
71576;          Pond Inlet/NU;                                 72.69;    -77.96;     64; Canada                                         
71585;          Fort Mc Murray/ALTA;                           56.65;   -111.21;    367; Canada                                         
71586;          La Ronge/SASK;                                 55.15;   -105.27;    379; Canada                                         
71590;          Edmundston/NB;                                 47.42;    -68.32;    157; Canada                                         
71592;          Arctic Bay/NU;                                 73.00;    -85.02;     10; Canada                                         
71594;          Fort Nelson/BC;                                58.84;   -122.57;    380; Canada                                         
71600;          Sable Island/NS;                               43.93;    -60.01;      5; Canada                                         
71601;          Shearwater/NS;                                 44.63;    -63.50;     51; Canada                                         
71603;          Yarmouth/NS;                                   43.83;    -66.09;     43; Canada                                         
71613;          Eureka/NU;                                     79.99;    -85.93;     10; Canada                                         
71622;          London/ONT;                                    43.03;    -81.15;    278; Canada                                         
71624;          Toronto/ONT (SY);                              43.68;    -79.63;    173; Canada                                         
71627;          Montreal Airp./QUE;                            45.47;    -73.75;     36; Canada                                         
71632;          Lynn Lake Airp./MAN;                           56.86;   -101.07;    354; Canada                                         
71665;          Nain/NFLD;                                     56.55;    -61.68;     12; Canada                                         
71693;          Slave Lake/AB;                                 55.29;   -114.78;    583; Canada                                         
71695;          The Pas/MAN;                                   53.97;   -101.10;    274; Canada                                         
71696;          Churchill/MAN;                                 58.73;    -94.07;     29; Canada                                         
71706;          Charlottetown/NB;                              46.29;    -63.13;     54; Canada                                         
71707;          Sydney/NS;                                     46.17;    -60.05;     62; Canada                                         
71710;          Iles de la Madeleine/Que;                      47.43;    -61.77;      8; Canada                                         
71713;          La Pocatiere/QUE;                              47.36;    -70.03;     31; Canada                                         
71717;          Clinton Airp./BC;                              51.26;   -121.68;   1126; Canada                                         
71721;          Maniwaki Airp./QUE;                            46.27;    -75.99;    200; Canada                                         
71722;          Maniwaki/QUE;                                  46.30;    -76.01;    188; Canada                                         
71726;          Parent/QUE;                                    47.92;    -74.62;    445; Canada                                         
71727;          Bagotville/QUE;                                48.33;    -71.00;    159; Canada                                         
71731;          North Bay/ONT;                                 46.36;    -79.42;    371; Canada                                         
71733;          Gore Bay/ONT;                                  45.88;    -82.57;    193; Canada                                         
71741;          Kamloops/BC;                                   50.70;   -120.44;    345; Canada                                         
71742;          Gander/NFLD;                                   48.95;    -54.57;    151; Canada                                         
71743;          Riviere aux Feuilles/QUE;                      57.91;    -72.98;    171; Canada                                         
71744;          Miramichi Airp./NB;                            47.01;    -65.47;     33; Canada                                         
71747;          Atikokan/ONT;                                  48.76;    -91.63;    389; Canada                                         
71754;          North Battleford Airp./SASK;                   52.77;   -108.26;    548; Canada                                         
71758;          Sydney Airp./NS;                               46.16;    -60.04;     63; Canada                                         
71773;          Whitehorse,YT;                                 60.73;   -135.10;    707; Canada                                         
71779;          Quesnel/BC;                                    53.03;   -122.51;    545; Canada                                         
71783;          Victoria (University)/BC;                      48.46;   -123.30;     60; Canada                                         
71803;          Gander/NFLD;                                   48.95;    -54.57;    151; Canada                                         
71805;          Saint-Pierre;                                  46.77;    -56.18;      7; France                                         
71807;          Argentia/NFLD;                                 47.30;    -53.99;     16; Canada                                         
71811;          Sept-Iles/QUE;                                 50.22;    -66.25;     55; Canada                                         
71812;          Arviat/NU (SY);                                61.10;    -94.07;     10; Canada                                         
71813;          Natashquoan/QUE;                               50.19;    -61.81;     11; Canada                                         
71815;          Stephenville/NFLD;                             48.53;    -58.55;     24; Canada                                         
